slug	name	cat	city	rating	count	summary	r1	r2
tang-jip-37.6736_-122.0838	Tang Jip	Korean Cuisine	Hayward	4.3	90		We discovered Tang Jip for the first time right before Mother’s Day and chose it for our Mother’s Day dinner. Unfortunately, by the time we arrived, they were already out of one of our favorite dishes, the spicy pork bulgogi, and 	I really enjoyed the food at Tang Jip overall. The flavors are solid and definitely hit the spot for Korean cuisine lovers. One highlight for me was the raw crab—they offer both soy sauce and spicy red sauce versions, which is gre
don-blanc-37.8321_-122.2629	Don Blanc	Korean Cuisine	Oakland	4.4	159		Don Blanc is a place where you can enjoy top-notch service, fresh meat, and side dishes. The authentic, un-Americanized Korean food is truly delicious, and the servers are incredibly friendly. In particular, the two managers, John	GOPCHANG LOVER’S PARADISE If you’ve been missing your Korean Gopchang/intestines you had in SoCal, this is the spot to try! The portion is decent and flavor is there! Also love that there’s potato slices in there! To avoid long li
zareen-s-37.4267_-122.1441	Zareen's	Pakistani Cuisine	Palo Alto	4.5	5591	Cozy, colorful kitchen presenting contemporary takes on classic Pakistani and Indian dishes.	The service started off so so with a guy that didn’t acknowledge us for a while until a younger guy came out and helped us. The inside of the restaurant is very nice and updated! The food was nothing too special there wasn’t enoug	It had been a while since my last visit, and I was pleasantly surprised by the revamped outdoor patio. The setup with heat lamps and shaded seating makes it feel cozy and upscale, especially in the evening when the place is bustli
eos-nyx-37.3331_-121.8873	Eos & Nyx	Mediterranean Cuisine	San Jose	4.3	359		One of San Jose‘s newest hottest restaurants. This beautifully design architectural building is located in the heart of downtown San Jose across from accessible parking garage. A great place to celebrate special occasions, impress	I had a wonderful experience here for a Valentine’s Day plated dinner. At $150 per person for the all-inclusive meal, I felt it was truly worth the price for the quality and service provided in the Bay Area. I also opted for the $
tangjip-korean-restaurant-37.9735_-122.0423	Tangjip Korean Restaurant	Korean Cuisine	Concord	4.3	209		My first time visiting today and I enjoyed it. I had a small party of 2 and was seated right away. Ordering was easy, right at the table. I got the beef short ribs, fried dumplings and beef bibimbap. Everything was good. Only thin	Beautiful resturant! I ordered out and my food was packaged very well. The beef bulgogi and the soon tofu combo, a great deal since you get a whole container of soup! The bulgoji was so juicy and well seasoned. I enjoyed the banch
burdell-37.8341_-122.2628	Burdell	Soul Food Restaurant	Oakland	4.1	410		This place is objectively delicious. I came here at a 5pm seating on a Saturday. They were already a few people waiting for the place to open. The restaurant filled up quickly. Geoff and the whole team were there. Rachel was our s	We ordered liver and waffles, which separately kind of works but together tastes heavily like bile because of the metallic, acidity and high fat and sugar. Then we had lamb, grits, and dandalion, all are extremely salty and I do m
mumu-hot-pot-37.8369_-122.2926	Mumu Hot Pot	Hot Pot Restaurant	Emeryville	4.8	895		We had driven by this place serveral times and finally decided to try it out. When we arrived, there was a tablet for you to check in and wait for the host to seat you. When we were seated, the waiter gave us a tablet to place our	The food at mumu was epic. The meats were all high quality. The veggie was also fresh and the lunch deal is 75 for 2. It also comes with veggies included. We tried the Sichuan and tom yum soup bases. The dipping sauce station was 
june-s-pizza-37.8191_-122.2886	June's Pizza	Pizza Restaurant	Oakland	4.7	501		We had such a great time at June's! I love how simple the menu is, only offering three pizzas: margherita, pepperoni, and a rotating seasonal option. The staff were friendly and efficient. They answered my questions about allergen	Excellent pizza with an excellent under carriage. Nice charred bit on the crust. They put fresh basil on the cooked pizza with adds a nice herbaceous finish. The sauce has a nice mix of sweet and sour flavors that pairs nicely wit
chengdu-memory-hotpot-37.4965_-121.9358	Chengdu Memory Hotpot	Hot Pot Restaurant	Fremont	4.8	347		Had a wonderful experience at Chengdu Hot Pot! We tried the herbal and tomato broths, and both were flavorful and comforting. The ingredients were fresh, and everything came out quickly. The service was excellent—the staff was fri	Love the food here so much! The soup bases are delicious and I love their meat rings + fresh shrimp paste balls. I also love their sauce bar, they have fruit and also other cold dishes to snack on. Service is always good, super fr
doughweime-37.5911_-122.0695	Doughweime	Bakery	Union City	4.7	199		Best malasada in town with very unique flavors. The dough is soft and the cream is light, but the price is pretty steep with each one being $6.50+. Good thing I love far from them because otherwise my wallet will be hurting. With 	Doughweime has some incredible malasadas as well as other pastries like crossaints! They're always showcasing unique flavors, many of which my partner and I tried and enjoyed. The s'mores, black sesame, and ube malasadas were some
holbox-34.0175_-118.2784	Holbox	Seafood Restaurant	Los Angeles	4.8	2839	Eatery offering raw and cooked Yucatan-style seafood, served as ceviche or tacos.	Incredible meal all around!! Everything was extremely fresh. Tuna ceviche was nice and bright, and scallops were very sweet and in a delicious spicy lime broth. Branzino was grilled nicely and stuffed with onions and lemons. The r	TL;DR: Worth the hype, the line, and possibly a small emotional commitment. We finally made it to Holbox this past weekend, and wow—consider us officially late to the party and very glad we showed up. We rolled up to Mercado La Pa
fernandez-restaurant-birrieria-32.5757_-117.0845	Fernandez Restaurant Birrieria	Mexican Cuisine	San Diego	4.9	10720	Simple spot with colorful seating serving dishes such as tacos, quesadillas & birria, a spicy stew.	We found a spot on TikTok and we wanted to try it since we are in San Diego for less than 48 hours, so we drove about 20 minutes from downtown San Diego to this spot. There is parking across the street which made it a lot easier b	They are so nice here, and thats before I say anything about the food…. Which is amazing. I had 2 birrieria tacos, an order of consume, and a coke and my order always $15 before tip. Mr Fernandez came to my table to make sure my m
san-ho-won-37.7596_-122.4102	San Ho Won	Korean BBQ Restaurant	San Francisco	4.6	728	Industrial-chic grill turning out upmarket takes on traditional Korean charcoal BBQ.	San Ho Won! truly sets a high standard. The quality of the meat and ingredients is excellent, and you can really taste the freshness in every bite. Everything we ordered was absolutely delicious, and the flavors were authentic and	I’ve been tracking San Ho Wan for a while now, but I always seemed to remember too late, leaving only the "late evening" slots available. I finally got on the ball and scored a prime-time reservation, and the experience confirmed 
butter-crumble-37.805_-122.4096	Butter & Crumble	Pastry Shop	San Francisco	4.4	558		Lined up at 7:45 am on a Thursday and was miraculously 2nd in line- line was around the block by 8:15! Overall I enjoyed B&Cs sweet pastries more than their savory ones (maybe I just didn’t pick the best ones out of all the option	If you're up for the wait it's worth the try! Lineup starts at 7:45am sharp! We arrived around 7:30am to park and walk over. Some people bring chairs and towels to sit on, expect a 2hr wait time. While in line be sure to look up t
arsicault-bakery-37.7834_-122.4593	Arsicault Bakery	Bakery	San Francisco	4.8	3199	French bakery with a petite, rustic interior & a pastry case for kouign-amann to scones & more.	❤️❤️Hands down, I love their croissants and amazing atmosphere. You will find the bakery line before the actual bakery. It’s truly worth a bit of a wait. Line moves fast and you will experience this awesome bakery. The kouign aman	Flaky buttery goodness. Wish croissants were $4-5 but for $6 not bad for sf. They only had chocolate and plain, hence the 4 star review; quality was 5/5 and price 3/5 overall solid 4! Bon appetit! 🥐
arsicault-37.7808_-122.4133	Arsicault	Bakery	San Francisco	4.6	1164	Trendy bakeshop with modern decor offering typical French fare like croissants & quiche.	Arsicault Bakery was exceptional! The cinnamon croissant and all our pastries were insanely good, and the Londoner sandwich was delicious too. Great café lattes and worth the ~10-minute line, supper fresh and delicious. Highly rec	Ok, this is in a somewhat seedy area of town ( the Tenderloin has some notoriety). And while you see homeless etc, during the day it is bustling with people. The bakery is excellent. Friendly staff. Quick service. Indoor and outdo
ham-ji-park-34.0637_-118.2959	Ham Ji Park	Korean Cuisine	Los Angeles	4.5	17		Found a giant moth in my salad half way through the bowl. I immediately asked to speK with manager. Before the manager came over, employee took my plate to show the manager. I was close enough to see and hear the interaction. The 	OMG, WHAT A DELICIOUS RESTAURANT!! I have been looking for fire roasted PORK RIBS for years and these are the best in LA without a doubt. Legendary Lasung chefs deliver the best multi-dimensional tasting PORK RIBS ever!!. Yeah the
moo-s-craft-barbecue-34.0733_-118.2182	Moo's Craft Barbecue	BBQ Restaurant	Los Angeles	4.3	852	Down-to-earth restaurant specializing in BBQ meats & hearty burgers, plus craft beers on tap.	Worth the wait and worth the price. I would always drive by and notice the line.I especially wanted to try this location. Everything was good.I've tried the mexican dark lager. It was great, it was very light for being kind of dar	Moo’s Craft Barbeque absolutely lives up to the hype of being some of the best Texas BBQ in Los Angeles. But fair warning: come prepared to wait… and wait… and wait. There’s usually a line before they even open, and it does not mo
pinecone-bakeshop-34.0944_-118.1282	Pinecone Bakeshop	Bakery Cafe	Alhambra	5	9		Just went to the pre-open and it’s great! All the tarts were amazing. The varieties are well thought out and very unique flavors. My favorite was the peach earl grey tart, but I recommend getting a sampler of the small ones and pi	Very comfy and cozy. Definitely is a place to have a cup of coffee and a piece of their unique flavor pie with friends. My favorite is their mango sticky rice pie.
yunomi-handroll-34.0457_-118.2359	Yunomi Handroll	Sushi Restaurant	Los Angeles	4.5	301		I had high hopes for this restaurant going in because of the great reviews and a push for reservations. I will say immediately Yunomi is an experience best for two person groups. There is only bar seating, so eating with a larger 	Visited Yunomi Handroll recently with my wife, and we really enjoyed trying something new. It feels like handroll spots are becoming a big trend in downtown LA these days, and this place is definitely part of that wave. Yunomi has
sudachi-34.0326_-118.4547	Sudachi	Sushi Restaurant	Los Angeles	5	41		Very very good. They have a big traditional Japanese menu but everything is well done, high quality, fresh, and refined. Interior is very clean, comfortable, and inviting. Service is attentive and lovely. The omakase was great and	It was a very pleasant family dinner. We enjoyed chatting and relaxing in the private room. The food was delicious, and the dining environment was very clean. Although it was busy since it had just opened, the food was served at a
apollonia-s-pizzeria-34.0618_-118.3428	Apollonia's Pizzeria	Pizza Restaurant	Los Angeles	4.3	899	Easygoing parlor offering thin-crust specialty pies with playful names & creative toppings.	I’ve had a lot of pizza around the world, including Italy and NYC, and this is by far the BEST pizza I’ve ever had. Love it so much that it’s worth the 1.5 hour drive just for this pizza. My fav is the square slice of pepperoni. T	Stumbled upon this jewel of a restaurant today. The place has a definite NYC vibe. The guy that took my order was extremely helpful and friendly-5⭐️. I was excited to see they used cup & curl pepperonis, these once charred add a g
quarter-sheets-34.0758_-118.2543	Quarter Sheets	Pizza Restaurant	Los Angeles	4.6	491		My first time visiting California and we wanted to try a pizza place. My son found Quarter Sheets and it was worth the trip. We tried the meatballs and was given a slice of garlic cheese bread with it and the meatballs and the bre	Good pizza in LA still sounds like a funny phrase to me, like saying good Mexican food in Mongolia. But maybe that’s just me being misinformed and being out of the LA food scene for the past few years. But with so many people sayi
mama-xita-bbq-34.1038_-118.0739	Mama Xita BBQ	BBQ Restaurant	Temple City	4.8	163		It was great to visit this place with my family. I’ve always been a fan of Mama Xita back in China, so I was excited to try this location, and it did not disappoint! The atmosphere is welcoming, and the staff are incredibly friend	Really enjoyed the food here! The meat quality was great and everything tasted fresh. Service was friendly and the atmosphere was nice. Definitely a place I'd come back to again. Highly recommend!
temaki-society-34.0499_-118.2493	Temaki Society	Sushi Restaurant	Los Angeles	4.7	101		Finally tried this hand roll spot and it did not disappoint. Came during peak hours and waited a bit, but totally worth it. We ordered the 2person combo and everything was super fresh. The rice was perfectly seasoned and slightly 	Amazing hand roll restaurants in DTLA with a speakeasy bar. They have a $88 couple combo which is great for dating and couple. The fish were so fresh and premium quality. The staffs are really friendly and loved the environment. T
kyungbokkung-33.8493_-117.9985	KyungBokKung	Korean Cuisine	Buena Park	4.2	742	Elegant space for a range of traditional Korean dishes including barbeque options.	More than just Korean BBQ, this premium wagyu course felt like a complete fine dining experience. From beautifully prepared traditional appetizers to expertly grilled wagyu and comforting dishes to finish, every course was thought	This is a total hidden gem Korean restaurant. High-end Korean dishes with wagyu beef which was amazing. The quality of the Wagyu was really high and I love their dishes. We went on a dinner time on the weekend and they were really
dha-rae-ok-34.0505_-118.3089	Dha Rae Ok	Korean Cuisine	Los Angeles	4.2	294		Saw this restaurant being hyped up on social media and decided to give it a try as an early Thanksgiving dinner with my brother. Although the price point is kind of high, the food did not disappoint. We called a day ahead and orde	We preordered a signature roasted duck for our party of three. Roasted duck is stuffed with purple rice, some herbs, pumpkin seeds. Very nutritious and delicious. The texture tastes like chicken at the restaurant, so fresh and ten
good-mong-kok-bakery-37.7954_-122.4084	Good Mong Kok Bakery	Dim Sum Restaurant	San Francisco	4.2	2493	Celebrated Chinese fixture boasts a variety of homemade dim sum & baked goods in a compact interior.	A Chinatown hole in the wall dumpling spot that makes great dim sum dishes! Not a dine in spot. Only take out. There was a line as I arrived in the morning, but very minimal and the wait may have been a total of 5 minutes. Three c	Long line. It took about 15-20 minutes to get in. Line actually moved pretty quickly. Thank goodness they accepted Apple Pay, I didn’t have enough cash on me. Since they did accept cards with a 3% charge, I kinda splurged a bit mo
sotto-mare-37.7998_-122.4083	Sotto Mare	Italian Cuisine	San Francisco	4.6	5099	Neighborhood spot with nautical decor and a menu of pasta, cioppino, and other Italian-style seafood.	We very much enjoyed our shared crab cioppino dish. I was definitely enough for 2 people and absolutely delicious. Plenty of fresh bread and a bottle of wine made for an excellent meal. We sat at counter which was interesting as y	Located in the heart of Little Italy, North Beach San Francisco. This is my favorite place for classic cioppino, fresh oysters and marinated Dungeness crab! They offer raw oysters either on the half shell or as shooters, west coas
pop-mart-37.7866_-122.4079	Pop Mart	Toy Store	San Francisco	4.3	60		It was my birthday and my friend strongly suggested that I get a la bubu. I didn't even know what that was. But we went and after much deliberation we got one of those little surprise boxes. I was like what the hell. This was a su	Im so glad I was able to visit this popmart location in union square!! It was not crowded when I arrived and the store had many figurines out on display! Sadly, they did not have that many items in stock due to it still being soft
a-bathing-ape-37.7879_-122.4064	A Bathing Ape	Fashion Accessory Store	San Francisco	4.4	19		OG streetwear brand BAPEs long awaited store in San Francisco is finally open! With local handpicked boutique curator employees, it makes your visit feel personal. As soon as you walk in you are greeted with lines of their signatu	My boyfriend and I came from the East Coast to visit some friends and we stopped by the new BAPE location and absolutely loved the staff! Everyone was super friendly and welcoming, and they helped us with everything we needed with
la-perla-cocina-mexicana-3-32.7232_-117.231	La Perla Cocina Mexicana #3	Mexican Cuisine	San Diego	4.7	778	Old-school, unadorned counter serve selling tacos, burritos & other Mexican street-food classics.	I’ve got a burrito here that was great. The line was super long. Seems like a popular place. Know what you want before you reach the front of the line. The food was good. I will come back if the line wasn’t as long. Seems like peo	We got the Oaxaca California burrito. Which is a very generous portion of meat inside. Very flavorful. Absolutely bang for your buck. It’s definitely worth it. I ate 1/3 and had the rest for the next day. Don’t forget to tip!!
space-city-vintage-34.0498_-118.2398	Space City Vintage	Vintage Clothing Store	Los Angeles	4.5	107		I had forgotten to review this place back in December. I enjoy this place, and there was a pretty big sized selection of clothes and such. I got a coat there which I really like. I don’t know who Cohen was but they had a cool coat	Very cool secret little shop. The staircase looks mysterious from the outside. Lots of vintage clothing at more reasonable prices than most places, found some cool hats. Album posters and other music related merch.
bestia-34.0337_-118.2293	Bestia	Italian Cuisine	Los Angeles	4.5	4060	Trendy Italian restaurant from an acclaimed husband-and-wife team highlights creative seasonal fare.	Loved this place. We savored every single bite and I committed all of it to memory so I can look back and enjoy it all over again. Dining here was truly an experience. The scallops were refreshing so definitely start with that. Do	Bestia continues to live up to the hype. Every dish we ordered was excellent and packed with flavor. It’s one of those places where there really wasn’t a weak item on the table. The atmosphere is amazing—energetic, lively, and per
shin-sen-gumi-34.0479_-118.2399	Shin-Sen-Gumi	Japanese Cuisine	Los Angeles	4.5	2327	Informal Japanese chain serving charcoal-grilled yakitori, plus sushi, udon & ramen.	The food, service, efficiency and the specials during Dodgers Day and weekend is amazing. Pure ramen/izakaya comfort food and even if you don't get the Ramen, the curry donkatsu is delicious. I also love they have small and large 	Both the ramen and the katsu curry were decent nothing extraordinary, but tasty enough to enjoy. I sat on the terrace, which was convenient, though being in Little Tokyo it didn’t really feel like a cozy or stylish atmosphere. It 
woody-34.0455_-118.2365	Woody	Clothing Store	Los Angeles	4.9	8		Picked up several of their textured rib tee- the fit was great, very comfortable tees, a good friend introduced them to me and we’ll be back!	Love it !!
dover-street-market-34.0378_-118.2314	Dover Street Market	Men's Clothing Store	Los Angeles	4.4	344	Expansive, industrial-chic, multi-brand boutique featuring on-trend designer collections.	Walking into this store felt like stepping straight into a world of luxury with glowing displays, impeccable lighting and rows of high-end brands that immediately catch your eye. Miu miu, The Row, Balenciaga, Comme des Garçons and	DSM is more than just a store, it really feels like an experience every time I walk in. Whether you’re shopping for something specific or just checking out every brand’s installation/visual merchandising, it’s my favorite place to
still-life-studios-34.0388_-118.2326	Still Life Studios	Art Studio	Los Angeles	4.7	48		Took the "Bowl in One" class. It's absolutely beginner-friendly, the instructor explains everything very clearly and takes you step by step through the whole process. It was my first experience with any ceramics class, and I had s	We went last night for the Bowl in One class with Aiden. It was super fun. My husband and I went to try something totally new. The studio is clean and full of inspiration. We met other fun people in class too. As a teacher for ove
cafe-little-tokyo-by-fr2-34.0498_-118.2398	Cafe Little Tokyo by FR2	Coffee Shop	Los Angeles	4.8	18		1. The drink was a good refresher! I appreciate the staff’s advice to mix well before drinking! 2. The spot has fun casual vibes as it was a cafe inside a clothing store! 3. The staff was friendly and timely with my drink! It was 	Cafe inside a new clothing boutique by a Japan based clothing label. My vanilla latte was pretty good. Looked like they have some interesting pastry options but had sold out by the time I was there (late afternoon). Good option to
okayama-kobo-34.0497_-118.2402	Okayama Kobo	Bakery	Los Angeles	4.6	261		Okayama Kobo Bakery & Cafe is a small Japanese bakery and café tucked inside a hotel lobby, which makes it feel like a hidden stop rather than a traditional standalone café. The space is compact with limited seating, but the inter	Very hidden tiny cafe with GOOD matcha and pastries! This place is located INSIDE the a hotel lobby so it's a bit of a hidden gem. The matcha is quite good, nice quality and I find the flavor comes through, its not milky or watery
fugetsu-do-34.0502_-118.2404	Fugetsu-Do	Confectionery	Los Angeles	4.7	923	Family-owned & -operated confectionery store since 1903 specializing in Japanese treats & mochi.	This is a great small shop that's known for its home made mochi of malt different varieties. My bro recommended it and did not disappoint... had the sampler, blueberry, chocolates, non filled rainbow and sampler. We got the day ol	This is the oldest mochi spot in LA. So let’s see if they’re pretty good eh or ew. My grandma picked out their red bean mochi and I picked the blueberry one. The mochis had thick, chewy, soft skins but were also really sweet. The 
little-tokyo-farmers-market-34.0479_-118.2419	Little Tokyo Farmers' Market	Farmers Market	Los Angeles	5	3		Absolutely fantastic new farmer's market every Saturday that started late August 2025. Pros: * Very high quality fruit, veggies, etc. * Tasty lunch options from various vendors. I like the Latin one. * Clean bathrooms inside audit	Great farmers market! They have such great vendors here and the atmosphere is always fantastic!😁
little-tokyo-galleria-shopping-center-34.0445_-118.2384	Little Tokyo Galleria Shopping Center	Shopping Center	Los Angeles	4.5	1828		It’s been brought to life after all the flea markets that have been taking place there very nice to discover new shops, cafes and the ambience is nice compared to overpopulated malls.	It was a fun place to spend an afternoon. There’s a nice mix of shops and places to grab a bite, and the overall vibe is relaxed and welcoming. I enjoyed walking around and checking out a few stores I hadn’t seen before. The only 
ten-no-meshi-34.0408_-118.4433	Ten no Meshi	Japanese Cuisine	Los Angeles	4.3	99		Combining A5 wagyu with the deep fry tonkatsu style was pretty interesting. The Takatsu sauce completely masks the beef flavor, so you’d have to use something a lot more mild. I found myself wanting to taste the Wagyu beef without	Went here on a Monday night after workband it was the perfect time to go. Party of 4 walk in, arrived at like 5:30 pm because I'm at UCLA. The menu is not over whelming with options because you're going her for the katsu. I got th
liu-s-cafe-34.0636_-118.3084	Liu's Cafe	Taiwanese Cuisine		4.5	370		It was a stormy Thursday morning. My partner and I were leaving LA, but we had to make one more good food stop and I am so glad we chose Liu’s Cafe. This Michelin bib gourmand restaurant offers Taiwanese classics at a great value.	BEST Taiwanese meal I’ve ever had. Lovely brothy rice dish with mild but flavorful taste, unlike the usual American overwhelming sensation. Amazing texture for the noodles as well as the tasty soup. Love the spicy dumplings. None 
hey-tea-34.0704_-118.4049	Hey Tea	Bubble Tea Shop	Beverly Hills	3.8	218		Had the mango drink today and it was really delicious! The mango tasted very fresh with a strong fruity flavor. It was refreshing and not overly sweet. The combination of the tea and cream topping was perfect, smooth and well bala	A wonderful experience from start to finish. The customer service at this Beverly Hills location is top-tier. The staff is extremely attentive, patient, and polite. Since it was my first time trying a few items, the barista took t
go-greek-yogurt-34.0689_-118.4059	Go Greek Yogurt	Frozen Yogurt Shop	Beverly Hills	4.1	401		Nice yogurt shop. It seems most go for the froyo. I noticed the yogurt flavors in the case, and some of the flavors looked interesting, like rose, sour cherry, and hazelnut. If I were hungry, which I wasn't at the time of my visit	very good Greek yogurt, many flavors, and great service. It's very crowded always, but the line moves quickly. And a big shout out and thanks to their amazing staff! who always bag the yogurt with a lot of ice whenever I ask for i
sushi-kyo-34.15_-118.0012	Sushi Kyo	Japanese Cuisine	Monrovia	4.8	93		Super fresh and amazing quality sushi and more! The menu is huge with assorted sushi, chirashi bowls, bento boxes, hand rolls, baked rolls, several inari choices, large boats filled with sushi for large groups, and non seafood ite	If you're looking for a Japanese restaurant that has amazing service, huge portions, and decent pricing for high quality food, this place is it. There are so many options on the menu, from sushi sets to bento combos, to making you
kanomwaan-thai-gelato-and-dessert-cafe-34.1021_-118.3055	Kanomwaan Thai Gelato and Dessert Cafe	Gelato Shop	Los Angeles	4.6	165		DO NOT SLEEP ON THIS! Ordered the Mango Sticky Rice Shaved Ice … and wowwwww! It did not disappoint. Since they ran out of mango ice cream, we ate it with pandan ice cream instead and again, WOW - this was a great alternative! I w	A fun spin on classic thai dessert flavors! LOVE the mango sticky rice shaved ice and pandan toast!!!! A successful nod to the classic flavors of mango sticky rice and the shaved ice stays fluffy. Actual mango and sticky rice is a
lingyun-milk-fun-34.079_-118.1228	Lingyun Milk Fun	Dessert Shop	Alhambra	4.8	19		I ordered on Fantuan last week and today I visited in person for the first time. The shop is in the corner and a bit obscure, I hope they do a better advertisement bc the yogurt is so good! The dry yogurt is a bit pricey, but I we	Interesting dessert option….wasn’t sure what to expect but it ended up being yummy! We tried the dry mango yogurt and it had a similar taste to mango lassi. It is very dry though so small bites! We also had the Lychee Yogurt Purpl
the-gourmet-cobbler-factory-34.1466_-118.1295	The Gourmet Cobbler Factory	BBQ Restaurant	Pasadena	4.6	222	Unfussy, longstanding family-owned bakery featuring Southern-style cobblers & pies.	This little hole in the wall does cobbler right. I got the ribs meal and a peach cobbler. I got mac and cheese and beans with the ribs, unfortunately the mac and cheese was the best part of the dinner. But the cobbler was sweet, a	Very small place that's been there for decades. They make the best cobbler that you can buy. They also make barbecue ribs that are so tender and delicious. Their barbecue sauce is some of the best I've ever tasted.
little-akihabara-34.0494_-118.2407	Little Akihabara	Pop-Up Shop	Los Angeles	4.5	1890	Offbeat shop stocks a range of popular anime action figures, goods & collectibles in a simple space.	The staff is super friendly, helpful and knowledgeable! My fiancé has been coming here for years and has picked up good singles. I've been coming here with him for over a year. Today we got a box of the Battles of Legend Glorious 	So many cute figurines and collectibles! Most of their stuff is pre-owned and marked down so you can get a really good deal on whatever you are looking for! The staff are very kind and attentive and will help you without hesitatio
amboy-34.0613_-118.2396	Amboy	Burger Restaurant	Los Angeles	4.4	474	Casual Filipino restaurant featuring a small selection of grilled meats, vegetables & bean dishes.	This is a hidden gem in Chinatown. Not a lot of seating for customers, but throughput is fast, so you’ll eventually get a table by the time your food is ready. Food portion is great and tasty. Chili cheese dog has just the right a	Let down by the recommendation. If you're looking for where this is located, it's inside the old Asian Plaza building, more notably known by Howlin’ Rays, in between Alpine Street & Ord Street. The restaurant itself is very small 
miya-miya-34.0335_-118.2422	Miya Miya	Middle Eastern Cuisine	Los Angeles					
chinese-bakery-deli-37.692_-122.1476	Chinese Bakery & Deli	Bakery	San Leandro	4.3	299	Old-school bakeshop serving traditional Chinese desserts, treats & fare in an unpretentious setting.	I got there in the afternoon around 2:10pm on a Tuesday and there was a line of about 10 people in front of me. I ordered a dozen chicken sandwiches, fish sandwiches, egg tarts, hotdog bun, pineapple bun with red bean paste fillin	This place is really awesome! No frills, cheap, and delicious fresh, soft bread. They specialize in fried fish sandwiches. It cost $3.50. I liked it much better than the chicken breast one which is not as moist and tender as the f
good-alley-34.0798_-118.0848	Good Alley	Chinese Cuisine	Rosemead	4.6	226		Had the Cucumbers with XO sauce, beef noodle soup, Miyazaki wagyu fried rice, xiao long bao, pork wontons in chili sauce. All were pretty good. Not the best I've had but it was still pretty solid. My favorites were the beef noodle	Second time here and tried different dishes, still a gem! We ordered different dishes to try the carbs and proteins and the meal was satisfying. Must try: kurobota pork&crab meat soup dumplings, wagyu beef chinese burger, dried sc
del-amo-fashion-center-33.8311_-118.3494	Del Amo Fashion Center	Shopping Mall		4.5	13582	Large mall offers trendy retailers, restaurants & a theater, plus a garden-inspired dining pavilion.	Visiting Del Amo Fashion Center in Torrance was a surprisingly fun and enjoyable experience! This is one of the larger shopping destinations in Southern California with a huge variety of stores and plenty to explore — from fashion	Del Amo Fashion Center is amazing! It’s a huge mall with all types of stores and so many restaurants. It’s the perfect place to walk, shop, and grab a bite — whether you’re alone or with family. The mall is safe, beautiful, and ju
luv2eat-thai-bistro-34.0977_-118.3359	Luv2eat Thai Bistro	Thai Cuisine	Los Angeles	4.5	1766	Classic Thai eatery for familiar favorites in a modern dining room, plus outdoor seating.	Ordered the hat yai fried chicken, the curry khao soi, and Thai ice tea. Thai tea was amazing. Would get it again in a heartbeat. The fried chicken was okay. I liked how juicy and crunchy it was but it didn’t blow me away flavor w	Luv2Eat Thai Bistro was SO good it genuinely made me feel like I got teleported to Thailand. Portions were super generous too. The papaya salad had that perfect punchy flavor, the moo ping skewers were so rich and satisfying I fel
bone-kettle-34.1471_-118.1491	Bone Kettle	Asian Fusion Cuisine	Pasadena	4.3	1002	Stylish restaurant for shareable Indonesian dishes revolving around slow-cooked bone broth.	2nd time here. We had a large group and ordered 2 bone broth soups. 1 with brisket and one with oxtail. Weird that the oxtail wasnt in the soup but on the side. The papaya salad had good flavor, the mala tofu was nice. The bone ma	- Lychee dragonfruit lemonade $6 - pretty looking and pretty tasting - Papaya salad $18 - against our first instincts to go with the Thai steak salad (Green papaya, mangoes, tomatoes, chili, cilantro, green beans, green onions, pe
tsuke-artisan-noodle-34.1452_-118.1521	Tsuke Artisan Noodle	Ramen Restaurant	Pasadena	3.7	15		I have been to plenty of ramen restaurants and have worked at many but in all my years nothing has come close to this. In all honesty the ramen broth is perfect and the karaage has actual seasonings and proper taste. The gyoza I w	Best noodles I've had in LA. Comparable to the the best noodle shops I've gone to in Japan. I drive from the west side all the way to Pasadena just to have it. Highly recommend
onigiri-time-34.1461_-118.1298	Onigiri Time	Street Food	Pasadena	4.8	35		Omg the onigiri here is amazing!! They're giant and so filling. The wasabi cream is such a great accent. But the onigiri on its own is also delicious!! I got the crab and the chicken. I devoured the crab first and was too full to 	A wonderful takeaway package encompasses a Japanese-style rice ball filled with delicious ingredients, packed with traditional flavors. Most excited for the availability of Onigiri, especially from a cart; this is a must-try for e
bodegon-no-69-34.1472_-118.149	Bodegon No 69	Peruvian Cuisine	Pasadena	4.5	455		Bodegon No 69 may have been a hidden gem until now, but after our recent experience, it deserves to be on everyone's radar! From the moment we approached the entrance, we could feel the warmth and welcoming ambiance that set the t	MUST TRY SPOT!!!!! So let me just say I’m fairly new to Peruvian cuisine- I love my mariscos mexicanos! Come to Pasadena for work and was looking for something refreshing to eat on my first day here and this place is it! I had the
kang-kang-food-court-34.0788_-118.1224	Kang Kang Food Court	Chinese Cuisine	Alhambra	3.9	967	Chinese fast-food spot serving soup, dumplings, noodle dishes & more in a food court setting.	Kang Kang Food Court is a great place to get very good Shanghai Chinese food at a reasonable price. The atmosphere is not very good but there’s plenty of seating. Bring your own wet naps to clean the tables. It can also get a bit 	Must try. There are dishes here that I’ve never even seen before like mega sized glutinous rice balls (tong yuan) and fried glutinous rice mixed with soy milk. Get the pan fried buns and Shanghai moon cakes (savory with a flakey c
