slug	name	cat	city	rating	count	summary	r1	r2
binge-coffee-house-37.8677_-122.2576	Binge Coffee House	Coffee Shop	Berkeley	4.5	149		Just checked out Binge Coffee House and I’m impressed ☕✨ This Vietnamese-inspired spot is a whole vibe, super cozy, study-friendly, and definitely a go-to if you’re in the Berkeley area. They’ve got everything from authentic Vietn	My wife and I wanted to check out this spot on our way to Vallejo. Service was quick and efficient. The worker was able to explain the drinks that we asked about. Ambiance is a cool little spot. Had some searing but it's not a big
hui-lau-shan-37.8681_-122.2663	Hui Lau Shan	Dessert Shop	Berkeley	4.4	150		Overall the mango desserts here are really good. I love the mango mochi! Recently I got the mango dessert with rice balls and it was mostly mango puree, it didn’t have enough rice balls or mango slices in my opinion. But the flavo	I love this place! My husband and I ordered through Snackpass because it was our first time using the app, and I believe we got 5% off — though I’m not entirely sure. We ordered the Passion Fruit Mango Icy and Mango & Coconut with
butterfish-sushi-37.8685_-122.2962	Butterfish Sushi	Sushi Restaurant	Berkeley	4.6	185		Quite simply some of the best sushi you will find in the Bay. When normally good Japanese restaurants break the bank, the quality for the price here is unmatched. With only a handful of seats within, make sure to call ahead to gua	This place is incredible in food, service, and atmosphere. Such amazing quality fish and delicious dishes. My favorite was their hand rolls and the hirame usuzukuri (like a carpaccio). Even their green tea was made well, not bitte
fentons-creamery-37.828_-122.2501	Fentons Creamery	Ice Cream Shop	Oakland	4.5	6024	A retro ice cream parlor known for their large sundaes and cones and their large variety of flavors.	Have seating outside but no service. But they are more than accommodating with allowing you to just get take out option and sit outside. Plenty of good diner food options and loads of ice cream flavors. Be aware the scoop sizes ar	The ice cream and the lace are so magical the staff team members are all so dedicated to the customers. It really brings me back to when I was 6 years old and went to the ice cream parlor very much like this with my parents, I fee
heytea-37.8709_-122.268	Heytea	Tea Room	Berkeley	4.4	224		Drink: supreme brown sugar boba milk tea (5/5) - i dont usually go for brown sugar milk tea because they always disappoint but heytea’s was actually good. - brown sugar at the bottom with the boba was warm and it perfectly complem	A friend recommended this place, & I came to try many times. I think these 4 are the ok drinks here: the supreme bobo milk tea (for 1st time, after that it becomes boring, too creamy & to sweet), the cold jasmine milk tea (very st
kura-revolving-sushi-bar-37.872_-122.2682	Kura Revolving Sushi Bar	Conveyor-Belt Sushi Restaurant	Berkeley	4.2	166		I love to eat at Kura Revolving Sushi Bar in Berkeley! I come frequently, as it is definitely a favorite for me, my friends, and my family. It’s a fun, modern place to eat. The dining area is clean and sunny (with big windows lett	Made my kids happy with the conveyor and prize experience. I did like the plate disposal experience. Overall, I was disappointed with food, with ramen being the biggest disappointment. The pork slices were not fresh, very chewy, a
ippudo-37.872_-122.2674	Ippudo	Ramen Restaurant	Berkeley	4.2	912	Japanese small plates, ramen & upmarket sake are dispatched in this simple yet stylish outpost.	Food: OK, solid for US ramen. Nice to be able to get Hakata style. Broth was solid, presentation was lacking but not terrible. As lunch, this bowl of ramen did not leave me feeling disgusted at the amount of food and oil consumed,	Ippudi's hakata ramen is the best I have found outside of Japan. Always consistently good and made with quality ingredients. Our table was not cleaned well and the condiments on the table looked old and the containers looked like 
chahalo-37.8722_-122.2696	Chahalo	Tea Room	Berkeley	4.9	234		Beautiful branding and friendly staff. It was a little difficult to hear the staff speak, but I really enjoyed the milk tea and will definitely return！	Decided to escape from my daily coffee run and switch to boba for a day. I first tried Chahalo in Vancouver and really liked it, so I stopped by their new Berkeley location while waiting for some friends nearby. Ordering is done t
u-dessert-story-37.8741_-122.2684	U :Dessert Story	Dessert Shop	Berkeley	4.3	594		I came with friends for dessert one evening, but it was a bit disappointing overall. When we arrived (a little late), all the toast items were already sold out. The staff didn’t inform us beforehand and just let us sit down, which	We came here for dessert and we got the ube milk with boba and the thai tea crepe cake. The ube milk had a great flavor and this was some of the softest boba I have ever had, which I really enjoyed. The crepe had a great thai tea 
great-china-37.8677_-122.2662	Great China	Chinese Cuisine	Berkeley	4.4	1603	Chinese restaurant with a chic, modern atmosphere & a menu that offers Peking duck & other classics.	Food here is exceptional. Had dinner with our son (who lives in Berkeley) again...we eat here everything we are in town. The service is average but is sort of typical for Chinese restaurants...live with it. Tried a few new dishes 	If you come to this restaurant, and I highly recommend you do, keep in mind it is very popular and there will be a wait. The only question is how long. We were expecting to wait a long time, but we got there before it opened on a 
li-s-knife-cut-noodle-37.8703_-122.2672	Li's Knife Cut Noodle	Chinese Cuisine	Berkeley	4.6	101		My new go to spot for lunch and dinner. Only thing i would say is that sometimes the Soy Milk is good and other times too watery.	Loved the food here. A variety of dishes made with knife cut noodles. Intimate seating made for a cool evening dinner.
punjabi-dhaba-37.8683_-122.258	Punjabi Dhaba	Indian Cuisine	Berkeley	4.1	183		Love the food at this place. Try the samosa chat that topped w chutneys and Chana masala. The chai is one of the best in town (a relief from terrible cafe chai). The seating is minimal but super clean and good music.	Ordered butter chicken with rice which was over $16 and it only came with THREE SMALL pieces of chicken. Overly filled with butter sauce to make it look full even though it only had three pieces of chicken. Too BURNING hot to eat 
yume-mori-matcha-37.8673_-122.2673	Yume Mori Matcha	Coffee Shop	Berkeley	4.4	97		Highly recommend the Kumo matcha. There is almost no bitterness with just the right amount of sweetness. Two self ordering tablets inside, no cashier. Expect a crammed pickup station since that’s right in front of the line at the 	I saw people queuing up outside and I thought "theres no way its worth that wait". Then I waited, got my drink and crepe, and confirmed that it was absolutely worth the wait. Matcha is super high quality and delicious and the crep
noodle-dynasty-37.8665_-122.2589	Noodle Dynasty	Chinese Cuisine	Berkeley	4.5	344		Found this gem through Yelp and waited in line for about 15 mins on a Saturday afternoon to get seated. This place usually has a long line of people queuing up, and understandably so, since the food was totally worth the wait! We 	I think it was good but not great! Service is fast and efficient. You order on a tablet and pay immediately and then get your food (which comes out quickly). Portions are large. I got the beef noodle soup (not bone-in), and I coul
sheng-kee-bakery-37.8685_-122.2588	Sheng Kee Bakery	Bakery	Berkeley	4.2	227	Taiwanese-inspired bakery offering a selection of artisanal pastries, cakes & breads.	Great spot for snacks and pastries close to UC Berkeley’s campus! This was our first visit to a Taiwanese bakery, and we weren’t disappointed. Great options for sweet or savory snacks. Everything was resealed which was convenient 	Very solid bakery for Hong Kong styled bread. The price is reasonable and it's always refreshing to have authentic Hong Kong bakery once in a while.
yifang-taiwan-fruit-tea-37.8686_-122.2587	Yifang Taiwan Fruit Tea	Bubble Tea Shop	Berkeley	4.2	294		Stopped by after touring UC Berkeley. A little pricey. 4 drinks and 2 orders of the egg pancake was $44. There are 2 self order kiosks. We were the only ones there so everything was done in 5-7 minutes. The menu states the egg pan	Super delicious fruit, tea, and the other drink choices. This is an authentic Taiwanese tea with a lot of Taiwanese local ingredients. I strongly recommended if you want to try true and authentic Taiwanese tea.
yogurt-park-37.8679_-122.2598	Yogurt Park	Ice Cream Shop	Berkeley	4.6	486	Long-running (since 1977) shop, open late, offering frozen yogurt in simple digs.	We stumbled upon this place while it was packed with a long line, and we couldn’t resist trying their desserts. Unfortunately, they had limited options on a Saturday night, so we settled for the Dutch chocolate. The service was fr	Very popular place. While strolling around UC Berkley campus in summer, we saw that every other person is eating this. Our curiosity lead us to this place. We ordered their most popular Rocky Road flavor, Overall, the icecream was
